institute,field,why,expectations,level,advice,rating_value,expectations_grade,level_grade,predictions
העברית,משפטים,"רציתי ללמוד מקצוע, ולא רק לעשות תואר. משפטים היה נראה לי כמו תחום שמתאים ליכולות שלי, שאינו מצומצם מדי ויפתח לי אופציות תעסוקה רבות בעתיד.","לימודי המשפטים באוניברסיטה העברית מתמקדים רבות בפן המחקרי, ובתחומים שאינם מחוברים לפרקטיקה המשפטית העסקית (התחום אשר מעניין אותי). כמו כן, מגוון קורסי הבחירה אינו רחב מספיק. אף על פי כן, מרבית הקורסים מקצועיים, מעניקים ידע רחב ומפורטים.","הרמה גבוהה מאד, תרגולים לא נחוצים במרבית הקורסים.","תתכוננו ללמוד הרבה, בעיקר בבית, ותבואו ללמוד משפטים רק אם זה מעניין אתכם.",8,5.0,1.0,8
העברית,משפטים,רציתי להתחיל ללמוד ולא ידעתי מה יותר מעניין אותי. הרגשתי שתואר במשפטים יפתח לי יותר דלתות מאשר תארים אחרים.,"ענה אפילו יותר ממה שציפיתי. לא ידעתי שהתחומים השונים יעניינו אותי כפי שעניינו. כמו כן, לא היה לי מושג כי החומר שנלמד במסגרת הקורסים בפקולטה למשפטים הינו חומר כל כך בסיסי וחשוב לכל אזרח במדינה.","תלוי בקורס, אבל ישנם קורסים עם 30 סטודנטים וישנם קורסים עם 150 סטודנטים. בכל מקרה, רמת השיעורים טובה בדרך כלל, ובכל סמסטר אף מעבירים סקר בפקולטה על כל השיעורים, התרגולים והמרצים, ויצא לי כבר לראות מרצים שלקחו את תוצאות הסקרים ומימשו את הצעות השיפור ואת דעות הסטודנטים ושינו את דרכי העברת החומר, בהתאם.","אם אתם מתעניינים בלימודי משפטים, אל תתנו לשנה א' להרתיע אתכם. שנה א' היא הקשה ביותר, אך השנים הבאות מעניינות ומהנות הרבה יותר.",8,1.0,6.0,8
העברית,משפטים,תמיד התעניינתי בעולם המשפטי.,"המסלול ענה על הציפיות שלי, מדובר במסלול לימודים ברמה גבוהה מאוד, מרצים מצוינים, תכנים מאתגרים, הרגשתי שהרחבתי את אופקיי וקיבלתי תמונה כללית טובה יותר על המציאות בה אנחנו חיים. עם זאת, יש תחושה בפקולטה למשפטים שהרבה פעמים סטודנטים נבלעים במרוץ אחר הציונים וחיפוש ההתמחות וחוויית הלמידה כשלעצמה נפגמת מעט.","רוב רובם של השיעורים (מלבד פה ושם תרגולים של מרצים זוטרים) ברמה גבוהה מאוד, דורשים חשיבה מעמיקה.","לקחת דברים בקלות, לא להתרגש מהעומס והלחץ, לבחור כמה קורסים שמעניינים ולהשקיע בהם ולנסות להפוך את חוויית הלימודים למשמעותית. לא לסגור התמחות עד שאין לך כיוון מה מעניין אותך.",10,10.0,3.0,8
העברית,משפטים,"מאז ומעולם רציתי ללמוד משפטים, וההואניברסיטה הטובה ביותר היא בירושלים.","המסלול במשפטים לא ענה לגמרי על הציפיות שלי - הציפיות שלי היו ממה שראיתי בסרטים וקראתי בספרים, ובפועל התברר לי שעולם המשפטים האמיתי קצת שונה מהטלוויזיה. אבל מצד שני, המסלול עלה על ציפיותיי, כי הוא למד אותי להסתכל על דברים בצורה אחרת, להבין את העולם בצורה עמוקה יותר, ומצאתי אותו מעניין ממש!","אומנם המתרגלים לא תמיד עוזרים ולפעמים רק מבלבלים, אבל עדיין נשמרת רמה גבוהה, השאלות נענות כמו שצריך והמתרגלים תמיד זמינים גם במייל ובשעות קבלה.",המסלול במשפטים מתגמל מאד מבחינת הלימוד האישי ומבחינת הפלוס לקורות החיים - תואר במשפטים מהאוניברסיטה העברית נחשב די יוקרתי.,9,1.0,8.0,8
העברית,משפטים,"יחב""ל מעניין אותי ואני רוצה לעסוק בזה, ומשפטים כי רציתי להרחיב אופקים.","הייתי שמחה אם גם בשנים הראשונות הדגש היה יותר על יחב""ל","מתרגלים מעולים לרוב, אך לעתים בקורסי החובה במשפטים וגם ביחב""ל (שנה א') כמות הסטודנטים גדולה מאוד.","אל תתייאשו בשנה הראשונה. בכל תואר צריך לעבור את קורסי המבוא ע""מ להתחיל ללמוד מה שמעניין אותך. ביחסים בינלאומיים זה בעיקר ניכר.",8,10.0,5.0,8
העברית,משפטים,"עניין בתחום, סקרנות, ומחשבה על עתידי.",הצלחתי במכינה והתקבלתי ללא בעיות.,מרצים מהשורה הראשונה ללא ספק. המתרגלים לא תמיד מי-יודע-מה.,שיידעו לאן הם נכנסים. שיעברו על סיכומים ויראו אם זה מדבר אליהם.,8,10.0,10.0,8
העברית,משפטים,"נראה מעניין, מאתגר ופרקטי.","הלימודים מעניינים, החברה טובה, אפשרויות התעסוקה רבות","רמת לימודים מאד גבוהה, עומס מאד גבוה בשנה א', ובשאר השנים עבודות ומבחנים קשים אך העומס סביר","לבחור בזה רק אם זה באמת נשמע מעניין, לא להילחץ בשנה א', לנסות להגיע לשיעורים וליהנות מחווית הלימודים במלואה",9,10.0,1.0,9
העברית,משפטים,"לא הייתי בטוחה מה אני ארצה לעשות כשאהיה גדולה, החלטתי שתואר במשפטים זה מקום טוב להתחיל בו",חשבתי שאמצא יותר עניין בתואר,"רמת המתרגלים גבוהה אבל אין מערכת עוטפת לימודים (לדוג', אתה מחויב להגיש שני סמינריונים במהלך התואר אבל בשום שלב לא מסבירים לך איך כותבים סמינריון)","להבין שמשפטים לא מתאים לכל אחד, זה תחום ברירת מחדל בעבור רבים אך הוא בעל פוטנציאל אדיר לתחומי עיסוק רבים.",8,6.0,1.0,8
העברית,משפטים,"התעניינתי תמיד במדעי הקוגניציה ותהיתי עם מה לשלב. הנחתי שמשפטים יהיה תואר מאד שימושי, לא משנה מה אבחר לעשות בהמשך הדרך.","אני לא בטוחה שידעתי למה לצפות, אבל השילוב הוא מאד לא נוח מבחינת השעות והעומס, וגם לא מתחבר באופן טבעי. מצד שני מאד מגוון ומעניין לי.","בקוגניציה- החוג קטן יותר, ורמת המרצים משתנה. במשפטים- הכיתות מאד גדולות, אבל חומר הלימוד יותר מסודר וברור.","המסלול מאד מעניין, אבל לא מאד פרקטי ויעיל- צריך להשקיע הרבה מאד שעות, כשבסופו של דבר אחד החוגים ""יזרק"".",8,10.0,5.0,8
העברית,משפטים,"מתוך עניין, ומתוך שיקול של תעסוקה בעתיד.","הלימודים היו מאוד מעניינים, ונראה לי שיעזרו לי בכל מה שארצה לעסוק בו בעתיד.","התרגולים בדרך כלל ברמה נמוכה, ובקורסים הגדולים (קורסי החובה) יש כמות מאוד גדולה של סטודנטים בכיתה.",לנסות ללמוד באמת ולא רק שיעבור.,7,10.0,5.0,7
העברית,משפטים,"עניין, מקצוע מעשי",ברוב כן,רמה גבוהה,לחשוב טוב לפני ולהיכנס להרצאות לפני קבלת החלטה.,7,1.0,10.0,8
העברית,משפטים,בחרתי במשפטים כי רציתי להשפיע על חיים של אחרים באמצעות שימוש בשפה,"ישנם קורסים שמפתחים את המחשבה ונותנים כלים לעתיד, וישנם קורסים שנראים יותר כמו רשימת מכולת. חסרה גם יכולת להתבטא באופן חופשי",כמות הסטודנטים גדולה אך מרבית המתרגלים מסוגלים להתמודד עימה מבחינת שליטה בכיתה. עם זאת רבים נופלים ברמת הידע מן המרצים בצורה חריפה ולא תמיד מיטיבים להתמודד עם שאלות קשות מצד הסטודנטים.,"שיהיו חברים אחד לשני, ולא יצדיקו את המוניטין שיצא למשפטנים",9,5.0,1.0,9
העברית,משפטים,חשבתי שלימודי המשפטים יקדמו אותי לעבר עיסוק בנושאים שמעניינים אותי,"לא כל כך ידעתי למה לצפות, אבל לימודי המשפטים ברובם המכריע פשוט לא מעניינים למי שלא שואף לעסוק בתחום",רמה מאוד גבוהה,"תשאלו את עצמכם טוב טוב אם זה התחום שמעניין אתכם. אל תלכו ללמוד משפטים רק כי ""זה פותח דלתות"" וכל מיני עצות אחיתופל מהסוג הזה.",9,1.0,10.0,9
העברית,משפטים,"מעוניינת לעסוק במקצוע, הלימודים מעניינים אותי.","מעל ומעבר. מעניין, מאתגר ומהנה. מאידך: קשה יותר ממה שחשבתי ועמוס מאוד.","מלבד יוצאי דופן - מתרגלים מצוינים, שיעורים קטנים, תוכן מותאם לקצה הקבוצה.","אם הם לא מפחדים לעבוד קשה - שיילכו על זה, הם לא יתחרטו.",9,10.0,10.0,9
העברית,משפטים,"כי משפטים הוא מקצוע חשוב, שמעניק ידע חשוב ורלוונטי לכל תחום בחיים, ומעבר להכל הוא מעניין.","הרמה גבוהה, החברים לספסל הלימודים הם אנשים עם ראש על הכתפיים. יש קצת תחרות, אבל לא נוראית. לימודי משפטים פותחים המון דלתות, והפקולטה אכן מאפשרת להגיע לכל מקום שרוצים.","כיאה לחוג המשפטים, ישנם הרבה תלמידים. אך כאמור, רמת הלימודים מאוד גבוהה.","אם משפטים, אז בירושלים.",9,3.0,5.0,9
